headline,tag,date
"scientists are tired of explaining why the covid-19 virus was not made in a lab, how to disinfect clothes: tips for coronavirus (covid-19) prevention, dr. marc siegel: in coronavirus fight, here's what cdc director says about what's ahead and second wave, scammers are using fake coronavirus stimulus payment sites to steal your money",__label__science,2020-04-22
"university of georgia working on covid-19 virus, hopes to be ready by the end of the year, university of georgia (uga) covid-19 vaccine shows promise in models, uga professor moves closer to possible covid-19 vaccine, uga researchers close in on vaccine",__label__science,2020-04-22
"french researchers to test nicotine patches on coronavirus patients, study: nicotine may lower risk of catching coronavirus",__label__science,2020-04-22
"study finds no benefit, higher death rate in patients taking hydroxychloroquine for covid-19, us govt experts warn against virus drug combo promoted by trump, fox news falls out of love with hydroxychloroquine, trump and fox news suggest caution on hydroxychloroquine studies (after one undercuts their case), veterans affairs study found malaria drug led to more deaths, no benefits in coronavirus patients",__label__science,2020-04-22
vaccine chief says he was removed after questioning drug trump promoted,__label__science,2020-04-23
possible coronavirus vaccine enters human testing trial at 'unprecedented speed',__label__science,2020-04-23
"a coronavirus vaccine: faster, please",__label__science,2020-04-23
vaccine rates drop dangerously as parents avoid doctor’s visits,__label__science,2020-04-23
coronavirus vaccine unlikely to be ready before end of 2021: roche - business insider,__label__science,2020-04-23
scientists are calling for vaccine experiments that would deliberately infect people with the novel coronavirus,__label__science,2020-04-23
hundreds of people volunteer to be infected with coronavirus,__label__science,2020-04-23
coronavirus: how close are we to getting a vaccine?,__label__science,2020-04-23
are bill gates and the id2020 coalition using covid-19 to build global surveillance state?,__label__science,2020-04-23
"germany, uk begin human trials of experimental covid-19 vaccines",__label__science,2020-04-23
germany approves first human covid-19 vaccine trial,__label__science,2020-04-23
"fda greenlights first coronavirus test with at-home sample, trump targets immigration",__label__science,2020-04-23
how a shortage of sand (and other common items) could delay a coronavirus vaccine,__label__science,2020-04-23
facebook users wrongly tie dog vaccine to novel coronavirus,__label__science,2020-04-23
a coronavirus vaccine could cost you a small fortune,__label__science,2020-04-23
antibody surveys suggesting vast undercount of coronavirus infections may be unreliable,__label__science,2020-04-23
could an old vaccine be a godsend for new coronavirus?,__label__science,2020-04-23
mit's love lab developing a covid-19 vaccine to potentially reach billions,__label__science,2020-04-23
"nearly all covid-19 patients put on ventilators in new york's largest health system died, study finds",__label__science,2020-04-23
"coronavirus saliva tests could be as accurate as or better than nasal swabs, yale researchers say",__label__science,2020-04-23
does british american tobacco's covid-19 vaccine make it a buy?,__label__science,2020-04-23
coronavirus killed americans weeks earlier than thought,__label__science,2020-04-23
dr. hotez: covid-19 vaccine in 12-18 months would be ‘unprecedented’,__label__science,2020-04-23
we might never get a good coronavirus vaccine,__label__science,2020-04-23
"at the extremes of the earth, scientists stymied by coronavirus concerns",__label__science,2020-04-23
covid-19 arrived in seattle. where it went from there stunned the scientists.,__label__science,2020-04-23
"is a covid-19 vaccine possible? ‘some viruses are very, very difficult,’ expert says",__label__science,2020-04-23
"adding a nylon stocking layer could boost protection from cloth masks, study finds",__label__science,2020-04-23
"so your sourdough starter failed? that's ok, science needs it",__label__science,2020-04-23
first known u.s. coronavirus death was in the bay area,__label__science,2020-04-23
possible coronavirus breakthrough made in south florida lab,__label__science,2020-04-23
director of key vaccine agency says his dismissal was retaliation,__label__science,2020-04-23
gaithersburg lab one step closer to potential covid-19 vaccine,__label__science,2020-04-23
covid-19 vaccine trial to start in norfolk and dakota dunes,__label__science,2020-04-23
coronavirus found in paris sewage points to early warning system,__label__science,2020-04-23
israeli scientist claims he is two-thirds the way to covid-19 vaccine,__label__science,2020-04-23
"covid-19 vaccine trial on humans starts as uk warns restrictions could stay in place until next year, clinical trials for coronavirus vaccine begin at university of oxford, uk starts first coronavirus vaccine trials on humans, eu steps up game",__label__science,2020-04-23
"ousted vaccine expert battles with trump team over his abrupt dismissal, director of key federal vaccine agency says his departure was retaliation, top vaccine official says he was demoted for resisting unproven drug pushed by trump, democratic senator calls for investigation into reassignment of key hhs official | thehill",__label__science,2020-04-23
"coronavirus vaccine doctor says he was fired over doubts on hydroxychloroquine, new york researcher says preliminary results of hydroxychloroquine study are ready, but state hasn't released them, fox news stars trumpeted a malaria drug, until they didn’t, trump and fox news suggest caution on hydroxychloroquine studies (after one undercuts their case), expert claims reprisal for opposing virus drug trump touted",__label__science,2020-04-23
"virus researchers cast doubt on theory of coronavirus lab accident, wuhan lab: coronavirus leak theory is unlikely, scientists say, why the liberal media refused to believe that the wuhan coronavirus came from a chinese lab, state department officials warned us of existential threat to america | thehill",__label__science,2020-04-23
"coronavirus live updates: house to vote on $484b stimulus as unemployment booms again; nfl draft puts sports back in spotlight, trump says he 'totally disagrees' with georgia gov. kemp's decision to reopen businesses in the middle of coronavirus pandemic, column: a tale of two governors: fearless pritzker and wimpy kemp, trump 'disagrees strongly' with georgia's plan to reopen, downplays 2nd wave of virus as just 'embers', trump reverses course, says it's 'too soon' for georgia gov. kemp to reopen state",__label__science,2020-04-23
"doctors start giving second round of shots to volunteers in seattle covid-19 vaccine trial, the covid-19 vaccine rush: is 12 to 18 months realistic?, us invests hundreds of millions to produce covid-19 vaccines, moderna faces tough threats in the short and long term",__label__science,2020-04-23
"coronavirus pandemic in the us: live updates, toucher and; rich: las vegas mayor is clueless and; ted johnson (hour 3), las vegas mayor carolyn goodman's cnn interview on covid-19 faces criticism, mayor carolyn goodman's new pandemic slogan: come to vegas, odds are you won't die",__label__science,2020-04-23
"second wave of coronavirus likely to be even more devastating, cdc director warns, trump pushes back against cdc director's warning about coronavirus second wave, expert: second wave of coronavirus possible in winter, health experts warn second wave of covid-19 could be worse",__label__science,2020-04-23
"bcg vaccine being trialled as potential protection against covid-19, is it possible the bcg vaccine protects against the new coronavirus?, 29% similarity between coronavirus and rubella virus can help mmr vaccine fight off covid-19: study, scientists find mmr vaccine could help fight covid-19 in major breakthrough, 6,000 enter trial to test recombinant bcg vaccine against covid-19 in pune",__label__science,2020-04-23
"was fox news' john roberts caught on hot mic discussing covid-19 as a hoax?, fox news’ john roberts shoots down coronavirus conspiracy theorists: ‘there is no vaccine’, hot mic catches white house reporters discussing coronavirus hoax and vaccine, no, that white house press room 'hot mic' revealing covid-19 stats wasn't a conspiracy. it wasn't even fake news | news and politics, fact check: white house reporters joking about coronavirus being a hoax, that vaccine exists not evidence of conspiracy",__label__science,2020-04-23
"mit researchers find cells targeted by coronavirus in breakthrough for cure, mit researchers say they’ve identified cells targeted by coronavirus, researchers identify cells likely targeted by covid-19 virus",__label__science,2020-04-23
"covid-19 vaccine expectations may be getting ahead of science, coronavirus vaccine expectations may be getting ahead of science",__label__science,2020-04-23
"two antibody studies say coronavirus infections are more common than we think. scientists are mad., a seemingly healthy woman's sudden death is now the first known us coronavirus-related fatality, santa clara county: first known u.s. coronavirus death occurred on feb. 6, santa clara county: basic income pilot, civic center homeless housing plans move forward, coronavirus antibody study results are in, but face scrutiny",__label__science,2020-04-23
"israeli coronavirus vaccine developers target summer human trials, new developments in producing a covid-19 vaccine and identifying high-risk individuals, crowdfunding outfit raises $12 million for promising israeli covid-19 vaccine, expect a ‘renaissance’ in medical innovation, says ourcrowd chief, six reasons why ourcrowd is investing in this israeli covid-19 vaccine",__label__science,2020-04-23
"hydroxychloroquine and coronavirus: a guide to the scientific studies so far, drug touted by us president has no benefit, warn experts",__label__science,2020-04-23
"coronavirus live updates: elizabeth warren's brother dies from covid-19; malaria deaths could double, elizabeth warren’s oldest brother dies of coronavirus in oklahoma, elizabeth warren reveals her oldest brother, 86, has died from coronavirus, don reed photos, news, and videos",__label__science,2020-04-23
"'a race against time': results expected soon on experimental coronavirus drug, results expected soon on experimental coronavirus drug trial",__label__science,2020-04-23
"brett giroir, trump's testing czar, was forced out of a job developing vaccine projects. now he's on the hot seat., trump's coronavirus testing czar was forced out of a job developing vaccine projects. now he's on the hot seat., report: trump's 'testing czar' brett giroir forced out at texas aand;m after 8 years working on vaccine development, given 30 minutes to leave or he'd be fired",__label__science,2020-04-23
"china coronavirus cases may have been four times official figure, says study, china could have had 4 times number of reported coronavirus cases: study | thehill, china coronavirus cases could have been four times higher than officially reported in february, study shows, china could have four times more coronavirus cases, study finds, oregon coronavirus updates april 22: poll finds 82% of oregonians support stay-home order",__label__science,2020-04-23
"when will a second wave of the coronavirus hit, and what will it look like?, benefits vs. costs and covid-19, by walter e.williams, can herd immunity help stop coronavirus? what we know now, herd immunity is crucial to slow the spread of coronavirus, but that requires a vaccine",__label__science,2020-04-23
"some anti-vaxxers are changing their minds because of the coronavirus pandemic, coronavirus is causing some anti-vaxxers to change their views | thehill, coronavirus forces anti-vaxxers to rethink their dangerous beliefs, anti-vaxxers divided on how to respond to coronavirus pandemic, coronavirus pandemic causing anti-vaxxers to reevaluate, according to experts",__label__science,2020-04-23
"how the virus-stricken uss theodore roosevelt may help coronavirus researchers, 26 us navy ships currently have coronavirus cases, the navy isn't ready to stop killing its sailors yet, 777 aircraft carrier sailors test positive, 99% tested | guam news",__label__science,2020-04-23
"sweden resisted a lockdown, and its capital stockholm is expected to reach 'herd immunity' in weeks, coronavirus immunity: sweden to reach ‘herd immunity’ after refusing lockdown, opinion: an american perspective on the swedish coronavirus strategy, what is herd immunity and why some think it could end the coronavirus pandemic",__label__science,2020-04-23
"in new york’s largest hospital system, 88 percent of coronavirus patients on ventilators didn’t make it, nearly all ny coronavirus patients suffered underlying health issue, study finds, nearly all covid-19 patients put on ventilators in new york’s largest health system died, study finds, nearly all coronavirus patients on ventilators at northwell health died: study, large majority of coronavirus patients on ventilators in major ny health system died, researchers say | thehill",__label__science,2020-04-23
"french researchers suggest nicotine could protect against covid-19, coronavirus patients to get nicotine patches in french study on smoking's effects, why are nicotine patches being tested on coronavirus patients?, coronavirus: nicotine patches to be tested on patients after study suggests smokers less likely to catch covid-19, france finds smoking may help you resist covid-19... if you don’t mind dying of something else",__label__science,2020-04-23
"opinion | bill gates: here are the innovations we need to reopen the economy, bill gates: 5 innovations to overcome coronavirus pandemic - business insider, bill and melinda gates nab oceanfront home near san diego for $43 million, report: bill and melinda gates buy $43m del mar home, bill gates' quarantine routine includes tiktok to honor medical workers",__label__science,2020-04-23
"coronavirus antibody testing shows la county outbreak is up to 55 times bigger than reported cases, new research shows la county's rate of infection could be 40 times higher than number of confirmed cases, shouldn't covid-19's lethality inform the response to it?, coronavirus outbreak: 43 test positive for covid-19 at homeless shelter on skid row in downtown los angeles, what can coronavirus antibody tests actually tell us?",__label__science,2020-04-23
"don’t bet on vaccine to protect us from covid-19, says world health expert, university of oxford covid-19 vaccine: everything we know so far, coronavirus: uk 'throwing everything' at developing vaccine, human clinical trials of covid-19 vaccine to get underway in uk, uk 'throwing everything' at search for coronavirus vaccine, with human trials set to begin",__label__science,2020-04-23
"china continues to block us scientists from examining coronavirus: pompeo, pompeo blasts china, who over coronavirus transparency failures: 'they need to be held accountable', pompeo: us calls on china to permanently close wildlife wet markets, us secretary of state accuses china for bully...",__label__science,2020-04-23
"senate passes $484 billion coronavirus aid package; chloroquine linked to higher death rate, study says, trump signs executive order temporarily suspending immigration into us amid coronavirus, covid-19: can trump ban all immigration to us?, trump: why waste a crisis?, in true nativist fashion, trump is blaming immigrants for us problems",__label__science,2020-04-23
"scientists may have found the human cell types most vulnerable to the new coronavirus, scientists identify the cells in human lungs, nose and intestines most vulnerable to covid-19, nose cells identified as likely initial infection point for coronavirus, nose cells identified as entry points for coronavirus",__label__science,2020-04-23
"two new york cats test positive for coronavirus. here’s what you need to know about the virus and animals., two cats in new york are first pets known to have coronavirus in the us, two cats are first u.s. pets to test positive for coronavirus, two cats in new york test positive for covid-19 - xinhua | english.news.cn",__label__science,2020-04-23
coronavirus pandemic: updates from around the world,__label__science,2020-04-24
"us coronavirus death toll exceeds 50,000: live updates",__label__science,2020-04-24
what it's like to invent a coronavirus vaccine in the middle of a pandemic,__label__science,2020-04-24
coronavirus updates: michigan stay-at-home order extended as georgia eases restrictions,__label__science,2020-04-24
"'our moon shot': the world needs a coronavirus vaccine asap. despite drugmakers billion-dollar bets, one might not be available for years.",__label__science,2020-04-24
what a sugar cube can teach us as we develop a coronavirus vaccine,__label__science,2020-04-24
"a coronavirus vaccine: faster, please",__label__science,2020-04-24
the race to make vaccines faster,__label__science,2020-04-24
director of key federal vaccine agency says his departure was retaliation,__label__science,2020-04-24
we need more than a covid-19 vaccine,__label__science,2020-04-24
moderna's covid-19 vaccine clinical trial moves into 2nd round of dosing,__label__science,2020-04-24
trump disagrees with georgia governor’s aggressive plan to lift coronavirus restrictions,__label__science,2020-04-24
drugmakers urged to collaborate on coronavirus vaccine,__label__science,2020-04-24
"best coronavirus vaccine stock: moderna, inovio, sanofi or johnson and; johnson?",__label__science,2020-04-24
keys to coronavirus vaccine may come from unlv,__label__science,2020-04-24
update on university of chicago’s research for a covid-19 vaccine,__label__science,2020-04-24
"getting coronavirus from runners, cyclists, or air outside is unlikely",__label__science,2020-04-24
maryland-based company partners with johnson and; johnson to help create coronavirus vaccine in baltimore fac,__label__science,2020-04-24
the bearer of good coronavirus news,__label__science,2020-04-24
want a new covid-19 drug fast? bring on the battle royale,__label__science,2020-04-24
the ethics of vaccine research using tissue from aborted fetuses,__label__science,2020-04-24
antibody surveys suggesting vast undercount of coronavirus infections may be unreliable,__label__science,2020-04-24
"5 things to know for april 24: coronavirus, economy, white house, air travel, zoom",__label__science,2020-04-24
"coronavirus live updates: nyse eyes reopening trading floor as us death toll tops 50,000",__label__science,2020-04-24
coronavirus found in paris sewage points to early warning system,__label__science,2020-04-24
a coronavirus vaccine could cost you a small fortune,__label__science,2020-04-24
"open science takes on the coronavirus pandemic data sharing, open-source designs for medical equipment, and",__label__science,2020-04-24
covid-19 crisis highlights the risks of offshoring pharmaceutical manufacturing : shots - health news,__label__science,2020-04-24
coronavirus live updates: sample of new yorkers showed 14% positive; house passes $484b stimulus package; trump pushes study,__label__science,2020-04-24
town's residents will be tested for coronavirus research : coronavirus live updates,__label__science,2020-04-24
"no need to wipe down groceries or takeout, experts say, but do wash your hands",__label__science,2020-04-24
could an old vaccine be a godsend for new coronavirus?,__label__science,2020-04-24
dr. hotez: covid-19 vaccine in 12-18 months would be ‘unprecedented’,__label__science,2020-04-24
coronavirus: spain daily death toll lowest in over a month; airlines in 'survival mode',__label__science,2020-04-24
does british american tobacco's covid-19 vaccine make it a buy?,__label__science,2020-04-24
"when will a second wave of the coronavirus hit, and what will it look like?",__label__science,2020-04-24
"large-scale human trial of potential coronavirus vaccine kicks off at oxford, health secretary says it is too soon to lift lockdown rules, the cabinet blame game has begun – but matt hancock may yet escape unscathed, 2,300 sign up to be infected with coronavirus. are human-challenge trials a good idea?, ‘the right thing to do’: the volunteers testing potential covid-19 vaccine",__label__science,2020-04-24
"us stays away as world leaders agree action on covid-19 vaccine, world leaders launch plan to speed covid-19 drugs, vaccine; u.s. stays away, u.s. says will not take part in who global drugs, vaccine initiative launch, global leaders unite to ensure everyone everywhere can access new vaccines, tests and treatments for covid-19",__label__science,2020-04-24
"coronavirus testing in u.s 'is chaotic,' bill gates says, but vaccine may come sooner rather than later, peek inside bill and melinda gates' new $43 million southern california mansion, opinion | bill gates: here are the innovations we need to reopen the economy, bill gates: as things get back to ‘semi-normal,’ it’s impossible to overstate the pain that lies in the years ahead",__label__science,2020-04-24
"inovio pharmaceuticals expects to finish recruiting coronavirus vaccine volunteers by the end of april, ceo says, inovio pharmaceuticals stands ready to reach new heights, six coronavirus vaccines under clinical trials, who says, here’s why inovio pharmaceuticals is soaring (again) today, ‘confident about the results’: researchers begin human testing trials for coronavirus vaccine",__label__science,2020-04-24
"covid-19 vaccine protects monkeys from new coronavirus, chinese biotech reports, chinese biotech firm says coronavirus vaccine protects monkeys, a promising coronavirus vaccine already works on monkeys, covid-19 vaccine tests in china protect monkeys from virus, researchers say, china's sinovac amps up covid-19 vaccine work with new facility backed by chinese government",__label__science,2020-04-24
"nearly one-third of americans believe a coronavirus vaccine exists and is being withheld, survey finds, an alarming number of americans believe a coronavirus vaccine exists and is being withheld",__label__science,2020-04-24
"hopeful for new treatment, st joe's recruits covid-19 patients for experimental trial of remdesivir",__label__science,2020-04-24
"ousted hhs vaccine expert felt pressure to rush possible covid-19 treatment after trump spoke to oracle boss larry ellison, bright's ouster shines light on months of hhs turmoil, 'ousted' us vaccine expert rick bright to file whistleblower complaint, the firing of the vaccine official, it sure looks like the new york times got played by the former hhs expert who says his firing was 'retaliation'",__label__science,2020-04-24
"sanofi says coronavirus vaccine question isn’t when, but how much, sanofi plans to make 100 million doses of covid-19 vaccines, europe urged to raise its game on vaccines, sanofi gets covid-19 sales boost as ceo touts vaccine manufacturing prowess",__label__science,2020-04-24
"jand;j to pay emergent $135 million as part of covid-19 vaccine manufacturing deal, coronavirus vaccine deal with jand;j sends emergent stock flying, johnson and; johnson sets stage for covid-19 shot rollout with 'first in a series' manufacturing deal, here’s why emergent biosolutions is rising today, emergent biosolutions, johnson and; johnson sign virus-vaccine accord",__label__science,2020-04-24
"citing a 'primary outcome' of death, researchers cut chloroquine coronavirus study short over safety concerns, trump brushes off questions after drug he's touted performs poorly in early results, “really want to flood ny and nj”: internal documents reveal team trump’s chloroquine master plan, fda issues warnings on chloroquine and hydroxychloroquine after deaths and poisonings reported, from malaria drugs to disinfectant: here are some of trump's claims about the coronavirus",__label__science,2020-04-24
"trump disregards science as chaos overtakes coronavirus response, media erupt over trump comments on disinfectant and sunlight to cure coronavirus: here's what he said, trump suggests 'injection' of disinfectant to beat coronavirus and 'clean' the lungs, don’t inject disinfectants!, politico playbook pm: from an idea to a sarcastic quip",__label__science,2020-04-24
"anti-vaxxers join coronavirus protesters to lift their cause, anti-vaccine activists latch onto coronavirus to bolster their movement, vaccinations and covid-19: what parents need to know, the irish times view on vaccines: bridging the immunity gap",__label__science,2020-04-24
"global effort aims to speed up coronavirus vaccine, coronavirus: huge economic rescue plan agreed by eu leaders, the guardian view on the eu and covid-19: better late than never, the irish times view on the eu summit: tackling covid-19 reopens old divisions",__label__science,2020-04-24
"coronavirus antibody testing: how common is covid-19?, answers to questions about new coronavirus antibody studies, national coronavirus updates: us nears 50,000 deaths as some states confirm spread began earlier, ‘she held the family together’: san jose woman is first known u.s. covid-19 death, a stanford professor’s wife recruited people for his coronavirus study by falsely claiming it would reveal if they could “return to work without fear”",__label__science,2020-04-24
"coronavirus vaccine trial participant reveals potential side effects of shot, coronavirus vaccine trial participant reveals potential side effects, first brit to trial uk's coronavirus vaccine lists frightening side-effects",__label__science,2020-04-24
"white house promotes new lab results suggesting heat and sunlight slow coronavirus, trump’s idea to disinfect lungs leaves medical experts aghast, covid-19 killed by sunlight, warmer temperatures, humidity: us research, bleach and sunlight might kill the coronavirus on a park bench, but they can be harmful to the body",__label__science,2020-04-24
"coronavirus detected on particles of air pollution, scientists detect coronavirus on particles of air pollution",__label__science,2020-04-24
"coronavirus: tokyo hospitals trying to stay ahead, covid-19 strategy: the japan model, coronavirus outbreak latest: april 24, 2020, editorial: consideration for others vital when going out under state of emergency in japan",__label__science,2020-04-24
"coronavirus spread 'under the radar' in us major cities since january, researchers say, coronavirus spread ‘under the radar’ in us major cities since january, researchers say",__label__science,2020-04-24
"gilead says draft of coronavirus treatment results contains 'inappropriate characterization' and are 'inconclusive', global stocks falter as investors lose faith in potential coronavirus treatment, gilead disputes report that its coronavirus drug failed in china trial, why your favorite ‘coronavirus stock’ just took wall street on a nasty ride",__label__science,2020-04-24
"us invests hundreds of millions to produce covid-19 vaccines, harvard prof rides 17,000% return in a single stock to become a billionaire, harvard professor reaps 17,000% return on early moderna bet, a harvard medical professor is now a billionaire after his early stake in moderna soared 17,000%, harvard professor makes $1.2 billion from coronavirus pandemic",__label__science,2020-04-24
"germany, uk begin human trials of experimental covid-19 vaccines, pfizer/biontech to begin coronavirus vaccine study in germany",__label__science,2020-04-24
"covid-19 vaccine expectations may be getting ahead of science, coronavirus vaccine expectations may be getting ahead of science",__label__science,2020-04-24
"israeli coronavirus vaccine developers target summer human trials, new developments in producing a covid-19 vaccine and identifying high-risk individuals, israeli team developing coronavirus vaccine raises $12m for new startup, to begin summer trials | health news, expect a ‘renaissance’ in medical innovation, says ourcrowd chief, ourcrowd heads $12m investment round for startup researching coronavirus vaccine",__label__science,2020-04-24
"are pediatrician visits, vaccines safe during coronavirus covid-19 pandemic?, vaccine rates drop as parents skip checkups | thehill",__label__science,2020-04-24
"some anti-vaxxers are changing their minds because of the coronavirus pandemic, some anti-vaxxers are rethinking their beliefs due to covid-19, covid-19 has done the impossible: it's made some anti-vaxxers change their minds., coronavirus forces anti-vaxxers to rethink their dangerous beliefs, anti-vaxxers divided on how to respond to coronavirus pandemic",__label__science,2020-04-24
"new york antibody study estimates 13.9% of residents have had the coronavirus, gov. cuomo says, nearly 3 million new yorkers have had coronavirus, antibody study suggests, nearly 17% of long island residents could have already had coronavirus, early antibody study shows, mangino column: pandemic exposes country fraught with economic disparity",__label__science,2020-04-24
"nearly all patients hospitalized with covid-19 had chronic health issues, study finds, nearly 9 in 10 covid-19 patients who are put on a ventilator die, new york hospital data suggests, nearly 90 percent of covid-19 patients on ventilators in new york died, nearly all coronavirus patients on ventilators at northwell health died: study",__label__science,2020-04-24
"asteroid flying past earth looks like it’s wearing a coronavirus face mask, giant asteroid flying by earth next week looks like it's wearing a face mask, nasa tracker detects massive asteroid passing by earth on sunday, a massive asteroid is approaching earth next week. it looks like it's wearing a face mask.",__label__science,2020-04-24
"miami-dade has tens of thousands of missed coronavirus infections, um survey finds, face masks for miami fire fighters confiscated by federal govt., feds seize florida’s coronavirus masks. they don’t care if we live or die | editorial",__label__science,2020-04-24
"under trump, coronavirus scientists can speak — as long as they mostly toe the line, a second wave of coronavirus could hit this year, cdc director contradicts trump's claim he was ""misquoted"" on potential for fall coronavirus outbreak, censorship kills: us government's focus on covid-19 'messaging' over actual protection did real damage, dr. anthony fauci: ‘we will have coronavirus in the fall’",__label__science,2020-04-24
"this new evidence shows nicotine might prevent smokers from catching coronavirus, french study: smoking may offer some protection against covid-19, study finds smoking reduces chance of getting coronavirus symptoms",__label__science,2020-04-24
"preliminary study results suggest the drug trump touted doesn't work for very sick coronavirus patients, trump’s firing of a top infectious-disease expert endangers us all, coronavirus news: new york hydroxychloroquine trial delivers 'inconclusive' results, hydroxychloroquine had no effect on seriously ill coronavirus patients in new york: study, coronavirus vaccine doctor says he was fired over doubts on hydroxychloroquine",__label__science,2020-04-24
he signed up for a coronavirus vaccine trial using a method that's never been used in humans. here's why.,__label__science,2020-04-25
"coronavirus live news: ‘no evidence’ you can’t get covid-19 twice, says who",__label__science,2020-04-25
"coronavirus testing in u.s 'is chaotic,' bill gates says, but vaccine may come sooner rather than later",__label__science,2020-04-25
coronavirus: has sweden got its science right?,__label__science,2020-04-25
april 24 coronavirus news,__label__science,2020-04-25
"answering your coronavirus questions: vaccines, mythbusting and dating",__label__science,2020-04-25
what a sugar cube can teach us as we develop a coronavirus vaccine,__label__science,2020-04-25
johnson and; johnson sets stage for covid-19 shot rollout with 'first in a series' manufacturing deal,__label__science,2020-04-25
what it's like to invent a coronavirus vaccine in the middle of a pandemic,__label__science,2020-04-25
"world leaders launch plan to speed covid-19 drugs, vaccine; u.s. stays away",__label__science,2020-04-25
"'our moon shot': the world needs a coronavirus vaccine asap. despite drugmakers billion-dollar bets, one might not be available for years.",__label__science,2020-04-25
'they are trying to steal everything.' us coronavirus response hit by foreign hackers,__label__science,2020-04-25
"a coronavirus vaccine: faster, please",__label__science,2020-04-25
moderna's covid-19 vaccine clinical trial moves into 2nd round of dosing,__label__science,2020-04-25
the bearer of good coronavirus news,__label__science,2020-04-25
the race to make vaccines faster,__label__science,2020-04-25
director of key federal vaccine agency says his departure was retaliation,__label__science,2020-04-25
gaithersburg company optimistic about vaccine for coronavirus,__label__science,2020-04-25
who warns you may catch coronavirus more than once,__label__science,2020-04-25
has coronavirus been in california since the fall? researchers investigate,__label__science,2020-04-25
we need more than a covid-19 vaccine,__label__science,2020-04-25
"best coronavirus vaccine stock: moderna, inovio, sanofi or johnson and; johnson?",__label__science,2020-04-25
update on university of chicago’s research for a covid-19 vaccine,__label__science,2020-04-25
disinfectant riff is latest of many trump science clashes,__label__science,2020-04-25
climate science deniers at forefront of downplaying coronavirus pandemic,__label__science,2020-04-25
coronavirus: brazil becoming hot spot; who warns on reinfection,__label__science,2020-04-25
"""immunity passports"" in the context of covid-19",__label__science,2020-04-25
keys to coronavirus vaccine may come from unlv,__label__science,2020-04-25
can uv light help cure covid-19?,__label__science,2020-04-25
the who launches a global initiative on treatments for covid-19,__label__science,2020-04-25
antibody surveys suggesting vast undercount of coronavirus infections may be unreliable,__label__science,2020-04-25
will johnson and; johnson's coronavirus vaccine dominate the market?,__label__science,2020-04-25
migvax raises $12m for its covid-19 vaccine efforts,__label__science,2020-04-25
coronavirus in italy may have started unnoticed in january: study,__label__science,2020-04-25
jand;j strikes deal with emergent biosolutions on coronavirus vaccine manufacturing,__label__science,2020-04-25
"us stays away as world leaders agree action on covid-19 vaccine, controversial idea to speed coronavirus vaccine gains ground | thehill, the success of a covid-19 vaccine will hinge on its delivery, coronavirus: would you volunteer to be exposed? these stanford grads did.",__label__science,2020-04-25
"bill gates: 'i wish i could say that we're halfway through' coronavirus pandemic, peek inside bill and melinda gates' new $43 million southern california mansion, support the global conspiracy to save lives, bill gates has some good news about coronavirus vaccines",__label__science,2020-04-25
"new covid-19 vaccine shows promise in monkeys. next step: humans., chinese covid-19 vaccine effective in monkeys, a promising coronavirus vaccine already works on monkeys, vaccine tests in china protected monkeys from coronavirus, scary coronavirus study says we won’t be eating in restaurants anytime soon",__label__science,2020-04-25
"nearly one-third of americans believe a coronavirus vaccine exists and is being withheld, survey finds, an alarming number of americans believe a coronavirus vaccine exists and is being withheld",__label__science,2020-04-25
"coronavirus: first patients injected in uk vaccine trial, britain launches covid-19 vaccine study, latest in race, shutdown measures could delay data gathering for covid-19 vaccine, the hunt for a coronavirus vaccine – a perilous and uncertain path, coronavirus: online applications for covid-19 tests temporarily closed due to huge demand",__label__science,2020-04-25
"sanofi plans to make 100 million doses of covid-19 vaccines, europe urged to raise its game on vaccines, sanofi says coronavirus vaccine question isn’t when, but how much, sanofi gets covid-19 sales boost as ceo touts vaccine manufacturing prowess, sanofi ceo warns europe on cornavirus vaccine race",__label__science,2020-04-25
"coronavirus vaccine doctor says he was fired over doubts on hydroxychloroquine, democrats want hearings on dismissal of trump vaccine official - business insider, hhs ousts dr. rich bright, vaccine expert who pushed back on hydroxychloroquine to treat covid-19, the firing of the vaccine official, who will be held accountable for trump's nonsensical ideas?",__label__science,2020-04-25
"global coronavirus death toll nears 200,000, as world leaders commit to finding vaccine, virus toll nears 200,000 as un pushes for global vaccine effort, who warns over virus immunity as global death toll nears 200,000, un pushes for virus vaccine as world faces worst economic downturn since great depression",__label__science,2020-04-25
"global effort aims to speed up coronavirus vaccine, coronavirus: world health organisation forms global vaccine alliance, u.s. says will not take part in who global drugs, vaccine initiative launch",__label__science,2020-04-25
"trump disregards science as chaos overtakes coronavirus response, quickly, say it loud, say it clear: donald trump needs to resign over his handling of the coronavirus, aides and allies making concerted effort to get trump to stop doing daily briefings",__label__science,2020-04-25
"coronavirus antibody tests: can you trust the results?, coronavirus antibody testing a big deal? what to know about the promising serology tests, despite high level of nyc antibody rates, questions around immunity remain, where can i get a covid-19 antibody test and is it reliable? here's everything you need to know.",__label__science,2020-04-25
"'no evidence' that recovering from covid-19 gives people immunity, who says, 'no evidence' antibodies protect recovered coronavirus patients, who says, success against malaria gives solutions for covid-19 - the jakarta post",__label__science,2020-04-25
"coronavirus vaccine trial participant reveals potential side effects of shot, first brit to trial uk's coronavirus vaccine lists frightening side-effects, coronavirus vaccine trial participant reveals potential side effects",__label__science,2020-04-25
